Obs,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,job_type,salary
9007,0.85,0.99,4,233,2,0,0,0,marketin,high
9010,0.86,0.85,2,195,4,0,0,0,support,medium
9012,0.17,0.76,4,199,5,0,0,0,manageme,medium
9016,0.66,1,4,192,2,0,0,0,sales,low
9017,0.83,0.9,4,195,3,0,0,0,sales,low
9019,0.94,0.61,4,199,3,0,0,0,sales,low
9023,0.78,0.93,4,161,3,0,0,0,sales,low
9027,0.73,0.69,3,161,3,0,0,0,sales,low
9032,0.55,0.73,4,201,3,0,0,0,sales,low
9037,0.82,0.37,2,280,3,0,0,0,accounti,medium
9040,0.15,0.4,3,236,5,0,0,0,hr,medium
9042,0.48,0.63,5,129,5,0,0,0,technica,medium
9047,0.94,0.81,4,237,3,1,0,0,technica,low
9049,0.48,0.54,3,190,3,0,0,0,technica,medium
9050,0.62,0.68,3,226,3,0,0,0,technica,medium
9051,0.61,0.9,4,216,3,0,0,0,technica,medium
9057,0.74,0.85,2,189,3,0,0,0,support,low
9060,0.18,0.95,6,248,3,0,0,0,support,low
9061,0.8,0.84,3,186,6,0,0,0,support,low
9063,0.84,0.5,3,227,2,0,0,0,support,low
9070,0.39,0.75,5,286,5,0,0,0,IT,low
9073,0.63,0.81,4,216,4,0,0,0,product_,medium
9081,0.73,0.46,4,240,4,1,0,0,RandD,medium
9083,0.99,0.71,4,212,2,0,0,0,marketin,medium
9084,0.57,0.75,4,151,2,0,0,0,sales,medium
9089,0.86,0.89,3,250,2,0,0,0,marketin,medium
9092,0.14,0.73,5,273,4,1,0,0,sales,low
9098,0.67,0.72,4,218,2,1,0,0,sales,low
9103,0.62,0.48,4,271,3,0,0,0,sales,low
9104,0.55,0.75,3,191,3,0,0,0,sales,low
9108,0.58,0.86,3,226,2,0,0,0,sales,low
9112,0.7,0.74,3,224,3,0,0,0,accounti,medium
9114,0.82,0.57,2,158,3,1,0,0,hr,medium
9115,0.83,0.78,4,242,3,1,0,0,hr,medium
9118,0.68,0.74,4,263,2,1,0,0,technica,medium
9126,0.81,0.97,3,133,3,0,0,0,technica,medium
9127,0.64,0.91,4,150,3,0,0,0,technica,low
9131,0.22,0.59,5,162,2,0,0,0,support,low
9136,0.67,0.84,4,224,3,0,0,0,support,low
9137,0.98,0.62,2,240,3,1,0,0,support,low
9139,0.96,0.74,5,160,5,1,0,0,support,low
9142,0.7,0.75,3,221,3,0,0,0,technica,low
9146,0.72,0.97,3,239,3,0,0,0,IT,low
9148,0.74,0.54,3,243,3,0,0,0,IT,medium
9152,0.86,0.9,5,180,4,0,0,0,product_,medium
9154,0.41,0.45,3,236,2,0,0,0,RandD,medium
9160,0.75,0.64,3,195,3,0,0,0,sales,high
9165,0.5,0.77,3,204,2,0,0,0,marketin,medium
9169,0.57,0.96,5,203,4,0,0,0,sales,low
9171,0.94,0.62,5,201,2,0,0,0,sales,low
9172,0.3,0.58,2,124,3,0,0,0,sales,low
9173,0.29,0.43,6,175,3,0,0,0,sales,low
9174,0.82,0.75,3,161,3,0,0,0,sales,low
9176,0.64,0.99,5,262,5,0,0,0,sales,low
9177,0.17,0.52,4,184,4,0,0,0,sales,low
9184,0.77,0.84,4,196,3,0,0,0,sales,low
9185,0.95,0.97,4,203,2,0,0,0,sales,low
9186,0.72,0.83,4,181,3,0,0,0,sales,low
9188,0.9,0.55,4,211,3,0,0,0,accounti,medium
9190,0.97,0.55,4,258,3,0,0,0,hr,medium
9193,0.4,0.42,3,146,2,1,0,0,hr,medium
9197,0.72,0.57,2,248,2,0,0,0,technica,low
9199,0.91,0.9,3,169,3,0,0,0,technica,low
9202,1,0.89,4,152,3,0,0,0,technica,low
9208,0.77,0.71,5,141,3,0,0,0,support,low
9211,0.91,0.88,5,223,3,0,0,0,support,low
9218,0.76,0.54,5,278,2,1,0,0,technica,medium
9219,0.73,0.92,3,199,3,1,0,0,manageme,medium
9221,0.42,0.47,2,125,4,0,0,0,IT,medium
9222,0.92,0.82,4,96,4,0,0,0,IT,medium
9231,0.87,0.76,5,182,3,0,0,0,RandD,medium
9236,0.99,0.81,4,229,2,1,0,0,sales,medium
9237,0.77,0.53,5,256,3,0,0,0,accounti,medium
9241,0.19,1,4,188,4,1,0,0,marketin,medium
9242,0.96,0.87,4,187,2,0,0,0,marketin,medium
9245,0.15,0.69,6,213,6,0,0,0,sales,low
9246,0.52,0.82,4,198,4,0,0,0,sales,low
9249,0.52,0.93,2,271,3,0,0,0,sales,low
9254,0.59,0.63,4,153,3,1,0,0,sales,low
9255,0.64,0.48,4,267,2,1,0,0,sales,low
9257,0.83,0.84,2,149,3,0,0,0,sales,low
9259,0.73,0.49,3,248,3,0,0,0,sales,low
9263,0.85,0.53,3,226,2,0,0,0,accounti,low
9267,0.76,0.55,4,163,2,1,0,0,hr,medium
9270,0.68,0.74,3,227,2,0,0,0,technica,medium
9271,0.7,0.5,3,251,2,0,0,0,technica,medium
9275,0.99,0.53,4,131,3,1,0,0,technica,low
9277,0.83,0.66,3,239,3,0,0,0,technica,low
9293,0.18,0.96,5,208,6,0,0,0,technica,medium
9297,0.72,0.79,4,154,3,0,0,0,IT,medium
9300,0.64,0.56,3,238,2,0,0,0,IT,medium
9302,0.59,0.51,3,156,3,0,0,0,product_,medium
9307,0.67,0.93,5,254,3,1,0,0,RandD,medium
9315,0.74,0.95,5,170,4,0,0,0,technica,medium
9317,0.77,0.65,3,187,3,0,0,0,marketin,low
9318,0.79,0.98,4,185,2,0,0,0,marketin,medium
9319,0.82,0.51,5,232,3,0,0,0,marketin,medium
9320,0.89,0.96,5,260,3,0,0,0,sales,low
9325,0.57,0.66,4,158,2,0,0,0,sales,low
9327,0.47,0.7,4,134,3,0,0,0,sales,low
9329,0.29,0.57,5,149,3,0,0,0,sales,low
9330,0.71,0.5,3,201,2,0,0,0,sales,low
9332,0.81,0.97,4,212,2,0,0,0,sales,low
9338,0.61,0.59,3,157,2,0,0,0,sales,high
9340,0.96,0.76,4,152,3,1,0,0,accounti,low
9342,0.57,0.99,3,231,3,0,0,0,hr,low
9343,0.92,0.76,4,258,2,0,0,0,hr,medium
9344,0.99,0.92,5,213,2,0,0,0,hr,high
9346,0.78,0.66,4,156,3,1,0,0,technica,low
9348,0.38,0.6,4,190,2,0,0,0,technica,low
9349,0.63,0.93,4,238,2,0,0,0,technica,low
9351,0.19,0.79,5,171,3,1,0,0,technica,low
9355,0.75,0.89,4,139,3,0,0,0,technica,low
9358,0.83,0.8,4,150,3,0,0,0,support,low
9362,0.66,0.84,3,170,4,0,0,0,support,low
9370,0.77,0.51,4,141,3,1,0,0,technica,low
9371,0.77,0.83,5,197,4,0,0,0,manageme,high
9374,0.24,0.89,5,169,4,0,0,0,IT,low
9381,0.51,0.73,5,241,3,0,0,0,IT,low
9386,0.23,0.56,5,169,5,0,0,0,RandD,medium
9390,0.8,0.86,3,226,2,0,0,0,accounti,medium
9391,0.66,0.57,4,220,2,1,0,0,support,medium
9394,0.96,0.94,3,182,3,0,0,0,marketin,high
9401,0.61,0.58,4,142,4,0,0,0,sales,medium
9415,0.64,0.62,4,145,3,1,0,0,sales,low
9417,0.13,0.62,3,264,6,0,0,0,accounti,low
9420,0.8,0.81,5,200,3,0,0,0,hr,low
9423,0.91,0.53,4,212,3,0,0,0,technica,low
9428,0.98,0.54,4,178,3,0,0,0,technica,low
9430,0.73,0.56,5,239,3,0,0,0,technica,low
9434,0.49,0.77,3,147,3,0,0,0,support,low
9437,0.69,0.56,5,271,3,0,0,0,support,low
9438,0.7,0.74,3,253,4,1,0,0,support,low
9440,0.54,0.71,2,194,2,0,0,0,support,low
9441,0.57,0.49,2,237,2,0,0,0,support,low
9443,0.99,0.92,4,212,3,0,0,0,support,low
9446,0.97,0.58,4,159,3,0,0,0,technica,low
9450,0.4,0.59,3,111,4,1,0,0,IT,low
9453,0.49,0.95,2,181,4,1,0,0,IT,low
9454,0.56,0.66,3,139,2,0,0,0,product_,low
9456,0.49,0.88,4,270,3,0,0,0,product_,low
9458,0.75,0.5,4,166,4,0,0,0,IT,low
9459,0.51,0.89,3,230,4,0,0,0,marketin,low
9473,0.86,0.86,3,173,3,0,0,0,marketin,low
9477,0.8,0.84,3,251,3,0,0,0,sales,medium
9480,0.97,0.86,3,257,4,0,0,0,sales,low
9482,0.32,0.65,2,183,3,0,0,0,sales,low
9483,0.63,0.88,4,260,2,0,0,0,sales,low
9487,0.96,0.66,3,155,2,0,0,0,sales,low
9488,0.62,0.78,5,250,6,0,0,0,sales,low
9492,0.45,0.42,4,140,2,0,0,0,sales,low
9496,0.6,0.98,4,205,4,0,0,0,hr,medium
9501,0.91,0.94,4,264,4,0,0,0,technica,low
9502,0.78,0.65,3,176,2,0,0,0,technica,low
9504,0.51,0.59,4,169,3,0,0,0,technica,low
9505,0.65,0.82,4,257,3,0,0,0,technica,low
9507,0.5,0.63,5,167,2,0,0,0,technica,low
9510,0.77,0.91,5,274,3,0,0,0,technica,low
9512,0.5,0.53,3,121,4,0,0,0,support,low
9514,0.92,0.54,4,217,4,0,0,0,support,low
9519,0.52,0.71,3,151,3,0,0,0,support,low
9521,0.54,0.92,4,175,3,0,0,0,support,low
9522,0.8,0.85,5,253,3,1,0,0,technica,low
9523,0.52,0.57,3,183,2,0,0,0,technica,low
9533,0.85,0.86,3,179,3,0,0,0,product_,low
9534,0.29,0.85,4,211,2,0,0,0,product_,low
9537,0.28,0.94,6,167,3,1,0,0,RandD,low
9541,0.71,0.55,4,273,3,1,0,0,RandD,medium
9543,0.87,0.84,4,237,3,1,0,0,sales,medium
9544,0.78,0.61,5,260,2,0,0,0,accounti,medium
9545,0.57,0.82,3,149,5,1,0,0,support,medium
9547,0.95,0.95,4,137,4,0,0,0,manageme,medium
9550,0.39,0.39,2,131,2,0,0,0,marketin,high
9551,0.72,0.59,5,138,2,0,0,0,sales,low
9557,0.97,0.88,4,237,4,0,0,0,sales,low
9562,0.8,0.5,3,219,3,0,0,0,sales,low
9563,0.76,0.74,3,173,2,0,0,0,sales,low
9564,0.19,0.73,4,231,3,0,0,0,sales,low
9566,0.94,0.49,4,220,3,0,0,0,sales,low
9570,0.75,0.71,3,237,3,1,0,0,accounti,low
9573,0.59,0.79,2,195,3,0,0,0,hr,low
9574,0.93,0.78,5,191,4,0,0,0,hr,medium
9576,0.62,0.55,4,137,3,1,0,0,hr,medium
9579,0.55,0.95,4,249,4,0,0,0,technica,medium
9582,0.74,0.54,5,221,3,0,0,0,technica,medium
9585,0.46,0.54,3,183,4,0,0,0,technica,medium
9589,0.82,0.74,3,256,3,1,0,0,support,medium
9595,0.57,0.53,3,162,3,0,0,0,support,low
9598,0.41,0.5,6,257,6,1,0,0,support,low
9600,0.5,0.8,3,234,3,0,0,0,technica,low
9603,0.99,0.68,4,238,3,0,0,0,IT,low
9606,0.55,0.87,3,241,4,0,0,0,IT,low
9607,0.87,0.63,3,143,3,1,0,0,IT,low
9609,0.56,0.99,4,270,2,0,0,0,product_,low
9610,0.99,0.81,4,246,3,1,0,0,product_,low
9616,0.95,0.55,5,134,3,0,0,0,IT,medium
9617,0.81,0.65,3,195,2,0,0,0,IT,medium
9619,0.72,0.57,3,203,2,1,0,0,marketin,medium
9620,0.68,0.65,3,243,2,0,0,0,sales,medium
9625,0.58,0.57,5,205,2,0,0,0,marketin,high
9632,0.18,0.5,4,169,4,0,0,0,sales,low
9633,0.87,0.63,5,214,3,0,0,0,sales,low
9634,0.23,0.84,5,131,5,0,0,0,sales,low
9638,0.76,0.71,4,156,3,0,0,0,sales,low
9640,0.99,0.47,3,152,5,0,0,0,sales,low
9644,0.69,0.66,3,113,4,0,0,0,sales,low
9645,0.85,0.6,3,251,2,0,0,0,sales,low
9648,0.69,0.68,4,214,4,0,0,0,accounti,low
9650,0.47,0.65,4,172,2,0,0,0,hr,low
9651,0.58,0.79,4,196,3,1,0,0,hr,low
9653,0.53,0.64,2,109,3,0,0,0,hr,medium
9656,0.6,0.72,3,181,2,0,0,0,technica,medium
9658,0.58,0.49,2,107,3,0,0,0,technica,medium
9664,0.73,0.52,3,274,2,0,0,0,technica,high
9671,0.34,0.62,2,257,6,1,0,0,support,low
9675,0.87,0.57,3,149,3,0,0,0,support,low
9676,0.54,0.74,4,160,6,0,0,0,technica,low
9681,0.51,0.94,4,155,3,0,0,0,IT,medium
9685,0.38,0.63,2,182,2,0,0,0,product_,medium
9686,0.56,0.47,5,185,4,0,0,0,product_,medium
9695,0.84,0.49,3,172,4,0,0,0,RandD,medium
9699,0.8,0.84,3,195,3,0,0,0,support,medium
9701,0.71,0.7,4,237,4,0,0,0,manageme,medium
9703,0.54,0.72,6,222,5,0,0,0,marketin,high
9713,0.87,0.71,6,224,6,0,0,0,sales,high
9722,0.86,0.56,5,215,2,0,0,0,sales,low
9724,0.31,0.95,5,205,3,0,0,0,accounti,low
9725,0.69,0.73,4,233,2,0,0,0,accounti,low
9729,0.13,0.94,4,213,5,1,0,0,hr,low
9730,0.47,0.41,2,140,3,0,0,0,hr,medium
9732,0.96,0.96,5,243,3,0,0,0,technica,medium
9737,0.83,0.92,3,268,2,1,0,0,technica,medium
9740,0.85,0.9,5,247,2,0,0,0,technica,medium
9742,0.18,0.52,3,213,4,0,0,0,support,high
9743,0.63,0.87,4,145,3,1,0,0,support,high
9747,0.96,0.69,4,156,5,0,0,0,support,high
9749,0.31,0.51,4,229,6,0,0,0,support,high
9750,0.59,0.49,4,149,4,0,0,0,support,low
9753,0.69,0.67,4,156,3,0,0,0,technica,low
9754,0.92,0.89,3,220,2,0,0,0,technica,low
9758,0.85,0.65,4,280,3,1,0,0,IT,medium
9759,0.85,0.53,3,250,3,0,0,0,IT,medium
9761,0.7,0.48,4,238,3,0,0,0,IT,medium
9764,0.39,0.6,2,161,2,0,0,0,product_,medium
9767,0.88,0.9,4,152,4,0,0,0,RandD,medium
9769,0.76,0.81,3,175,3,0,0,0,RandD,medium
9770,1,0.67,5,241,4,0,0,0,RandD,medium
9775,0.71,0.81,3,141,3,0,0,0,support,medium
9777,0.56,0.57,2,112,4,0,0,0,manageme,medium
9782,0.42,0.5,2,151,3,0,0,0,sales,low
9784,0.63,0.78,2,158,5,1,0,0,sales,medium
9786,0.5,0.49,5,256,3,0,0,0,sales,medium
9791,0.72,0.78,3,229,2,0,0,0,sales,medium
9792,0.78,0.63,4,181,2,0,0,0,sales,medium
9794,0.84,0.63,2,162,3,0,0,0,sales,low
9798,0.69,0.77,3,232,2,0,0,0,sales,low
9802,0.58,0.97,2,216,3,0,0,0,accounti,high
9805,0.71,0.95,4,249,3,0,0,0,hr,low
9811,0.7,0.65,5,202,3,1,0,0,technica,medium
9815,0.93,0.54,4,239,2,0,0,0,technica,medium
9817,0.91,0.49,3,213,4,0,0,0,technica,medium
9818,0.56,0.59,5,254,4,0,0,0,support,high
9824,0.58,0.67,5,265,3,0,0,0,support,medium
9832,0.64,0.81,3,209,3,0,0,0,manageme,low
9835,0.34,0.42,6,287,5,1,0,0,IT,low
9836,0.51,0.85,2,248,4,0,0,0,IT,high
9839,1,0.61,3,188,4,0,0,0,product_,low
9841,0.46,0.73,6,256,4,0,0,0,product_,high
9845,0.51,0.73,3,205,4,0,0,0,accounti,high
9850,0.65,0.79,3,201,3,1,0,0,sales,high
9853,0.68,0.63,5,185,4,0,0,0,technica,medium
9866,0.96,0.51,5,205,2,1,0,0,sales,medium
9871,0.96,0.86,2,163,3,0,0,0,sales,low
9876,0.29,0.65,5,110,5,1,0,0,sales,low
9879,0.23,0.5,2,150,6,0,0,0,accounti,low
9885,0.91,0.83,4,235,3,0,0,0,technica,low
9887,0.68,0.5,4,166,4,1,0,0,technica,medium
9889,0.68,0.62,3,158,3,0,0,0,technica,medium
9890,0.59,0.76,3,264,3,0,0,0,technica,medium
9891,0.56,0.57,5,274,3,0,0,0,technica,medium
9893,0.5,0.91,4,148,2,0,0,0,technica,medium
9902,0.92,0.82,5,252,3,0,0,0,support,medium
9903,0.77,0.74,4,202,4,0,0,0,support,medium
9904,0.73,0.87,4,263,2,0,0,0,support,low
9906,0.8,0.74,5,229,3,1,0,0,technica,low
9907,0.82,0.85,5,195,4,0,0,0,technica,low
9910,0.87,0.41,3,219,3,1,0,0,IT,low
9915,0.7,0.76,3,173,2,0,0,0,product_,low
9916,0.97,0.76,6,142,2,0,0,0,product_,low
9921,0.54,0.83,3,201,3,0,0,0,accounti,high
9925,0.77,0.93,3,227,3,0,0,0,manageme,high
9928,0.73,0.68,3,132,2,0,0,0,support,medium
9934,0.18,0.67,5,209,4,0,0,0,sales,medium
9937,0.68,0.81,3,180,2,1,0,0,sales,high
9938,0.91,0.98,5,135,3,0,0,0,sales,low
9940,0.89,0.76,2,278,2,0,0,0,sales,medium
9950,0.89,0.64,4,274,2,1,0,0,sales,low
9953,0.5,0.75,4,239,2,0,0,0,accounti,low
9961,0.51,0.79,5,222,2,0,0,0,technica,low
9964,0.89,0.99,4,258,3,1,0,0,technica,medium
9967,0.74,0.82,5,154,2,0,0,0,technica,medium
9968,0.87,0.64,3,187,2,0,0,0,technica,medium
9969,0.58,0.62,3,182,3,0,0,0,technica,medium
9970,0.63,0.59,3,189,3,0,0,0,technica,medium
9979,0.92,0.78,4,177,2,0,0,0,support,medium
9981,0.53,0.62,4,201,3,0,0,0,support,medium
9983,0.81,0.84,3,198,2,0,0,0,technica,low
9985,0.66,0.48,3,203,4,1,0,0,manageme,low
9990,0.54,0.76,5,226,2,0,0,0,IT,low
9991,0.74,0.8,4,200,4,0,0,0,product_,low
9993,0.37,0.85,2,185,3,0,0,0,product_,low
9994,0.84,0.71,3,179,2,0,0,0,product_,low
9996,0.93,0.79,5,241,4,0,0,0,marketin,high
9997,0.97,0.55,4,166,3,1,0,0,accounti,high
10005,0.75,0.63,3,148,4,0,0,0,technica,medium
10006,0.72,0.74,2,238,3,0,0,0,manageme,medium
10013,0.86,0.93,3,199,3,1,0,0,sales,medium
10016,0.75,0.95,3,268,3,1,0,0,sales,low
10017,0.61,0.64,3,187,2,0,0,0,sales,medium
10018,0.89,0.84,6,196,4,0,0,0,sales,medium
10023,0.98,0.53,4,214,2,0,0,0,sales,low
10028,0.88,0.8,4,239,3,0,0,0,sales,low
10029,0.92,0.69,3,139,2,0,0,0,accounti,low
10030,0.85,0.77,3,146,4,0,0,0,accounti,low
10035,0.92,0.65,4,260,2,0,0,0,hr,low
10038,0.43,0.84,2,285,5,0,0,0,technica,low
10041,0.7,0.52,3,227,2,0,0,0,technica,medium
10047,0.99,0.77,5,160,3,0,0,0,support,medium
10050,0.25,0.8,5,237,6,0,0,0,support,medium
10051,0.49,0.55,4,268,4,0,0,0,support,high
10053,0.68,0.73,3,250,2,0,0,0,support,medium
10054,0.62,0.54,4,212,4,0,0,0,support,medium
10057,0.89,0.61,3,211,2,0,0,0,support,low
10058,0.72,0.65,3,109,5,1,0,0,technica,low
10060,0.88,0.71,3,184,3,0,0,0,technica,low
10069,0.87,0.66,3,270,2,0,0,0,product_,low
10072,0.78,0.96,3,217,3,0,0,0,marketin,high
10081,0.54,0.42,6,218,3,0,0,0,technica,medium
10082,0.73,0.67,3,208,4,0,0,0,manageme,medium
10085,0.63,0.41,3,180,5,1,0,0,marketin,medium
10090,0.75,0.53,3,166,3,0,0,0,sales,high
10092,0.51,1,5,196,4,0,0,0,sales,medium
10101,0.2,0.69,2,160,4,0,0,0,sales,low
10103,0.55,0.54,3,190,3,0,0,0,sales,low
10104,0.9,0.49,6,175,4,0,0,0,sales,low
10107,0.64,0.74,4,157,4,0,0,0,accounti,low
10108,0.95,0.75,4,203,3,0,0,0,hr,low
10109,0.82,0.66,4,238,3,1,0,0,hr,low
10112,0.22,0.84,3,131,5,1,0,0,technica,low
10114,0.51,0.55,3,261,3,0,0,0,technica,low
10115,0.67,0.64,3,203,2,1,0,0,technica,low
10126,1,0.66,4,173,2,0,0,0,support,medium
10130,0.54,0.95,4,149,3,0,0,0,support,low
10131,0.52,0.85,4,257,2,0,0,0,support,medium
10135,0.57,0.64,4,144,4,0,0,0,technica,low
10136,1,0.56,5,247,3,0,0,0,technica,low
10139,0.91,0.88,5,123,5,0,0,0,IT,low
10145,0.81,0.68,3,236,2,0,0,0,product_,medium
10151,0.61,0.67,3,266,3,0,0,0,RandD,medium
10153,0.67,0.77,4,242,3,0,0,0,marketin,medium
10155,0.72,0.66,3,134,3,0,0,0,accounti,medium
10156,0.72,0.76,4,189,2,0,0,0,support,medium
10157,0.99,0.61,5,196,3,0,0,0,technica,medium
10158,0.22,0.61,4,150,6,0,0,0,manageme,medium
10159,0.32,0.52,4,191,2,0,0,0,marketin,medium
10162,0.86,0.9,3,158,2,0,0,0,sales,medium
10163,0.67,0.76,2,210,2,0,0,0,sales,medium
10166,0.57,0.89,3,202,2,0,0,0,sales,medium
10173,0.53,0.64,5,281,4,0,0,0,sales,high
10174,0.62,0.77,3,204,4,0,0,0,sales,high
10175,1,0.58,3,112,2,0,0,0,sales,high
10177,0.62,0.51,5,134,3,0,0,0,sales,high
10180,0.33,0.65,2,239,5,0,0,0,sales,low
10181,0.88,0.5,3,142,3,0,0,0,accounti,low
10183,0.91,0.7,6,201,2,1,0,0,accounti,low
10187,0.75,0.89,5,154,4,0,0,0,hr,low
10192,0.63,0.5,4,172,2,0,0,0,technica,low
10193,0.78,0.63,5,261,3,0,0,0,technica,low
10198,0.5,0.4,2,108,2,0,0,0,technica,medium
10206,0.56,0.82,3,208,2,0,0,0,support,medium
10218,0.54,0.59,4,202,3,0,0,0,IT,low
10219,0.99,0.68,4,235,3,0,0,0,product_,low
10221,0.57,0.54,4,210,3,0,0,0,product_,low
10223,0.86,0.55,5,149,4,0,0,0,IT,medium
10226,0.73,0.89,3,139,3,0,0,0,RandD,medium
10227,0.62,0.95,4,132,3,0,0,0,RandD,medium
10233,0.32,0.87,4,179,4,0,0,0,technica,medium
10234,0.72,0.67,5,210,2,0,0,0,manageme,medium
10242,0.98,0.58,5,186,3,0,0,0,sales,medium
10255,0.78,0.58,3,241,3,1,0,0,sales,medium
10259,0.54,0.52,3,115,3,0,0,0,accounti,low
10260,0.79,0.98,4,170,3,0,0,0,hr,low
10261,0.91,0.58,3,172,3,0,0,0,hr,low
10272,0.79,0.57,4,152,3,0,0,0,technica,low
10275,0.61,0.52,5,255,3,0,0,0,support,medium
10276,0.72,0.5,4,245,3,0,0,0,support,medium
10283,0.91,0.69,4,259,3,0,0,0,support,high
10286,0.65,0.76,4,171,4,0,0,0,technica,low
10287,0.54,0.49,4,190,3,0,0,0,technica,medium
10291,0.64,0.75,3,169,3,0,0,0,IT,low
10293,0.45,0.54,2,184,2,0,0,0,IT,low
10302,0.65,0.54,6,181,4,0,0,0,RandD,low
10305,0.66,0.84,4,253,4,0,0,0,marketin,low
10308,0.99,0.7,3,219,3,0,0,0,support,low
10310,0.61,0.7,4,161,3,1,0,0,manageme,high
10311,0.9,0.6,3,255,4,1,0,0,marketin,low
10312,0.61,0.62,4,233,3,0,0,0,marketin,medium
10314,0.53,0.85,5,268,3,1,0,0,sales,medium
10315,0.41,0.48,3,135,3,0,0,0,sales,high
10318,0.22,0.7,4,225,4,0,0,0,sales,medium
10319,0.35,0.56,3,144,3,0,0,0,sales,medium
10322,0.89,0.67,3,269,3,0,0,0,sales,medium
10324,0.73,0.6,4,166,3,0,0,0,sales,high
10326,0.99,0.89,4,254,3,1,0,0,sales,medium
10331,0.88,0.62,4,237,2,0,0,0,sales,medium
10332,0.54,0.68,3,144,5,0,0,0,sales,medium
10333,0.77,0.8,2,255,2,1,0,0,accounti,medium
10334,0.66,0.67,5,148,3,0,0,0,accounti,medium
10335,0.54,0.65,3,185,2,0,0,0,accounti,high
10337,0.85,0.69,5,273,3,1,0,0,hr,low
10343,0.66,0.67,4,268,2,0,0,0,technica,high
10349,0.84,0.79,2,150,3,0,0,0,technica,low
10357,0.99,0.73,3,181,2,0,0,0,support,medium
10359,0.52,0.38,3,132,4,0,0,0,support,medium
10360,0.24,0.65,4,248,3,0,0,0,support,medium
10362,0.52,0.96,6,166,5,1,0,0,technica,medium
10364,0.81,0.53,3,148,3,0,0,0,technica,low
10367,0.61,0.46,3,171,3,0,0,0,IT,medium
10370,0.86,0.59,4,189,2,0,0,0,IT,low
10379,0.7,0.48,5,99,4,0,0,0,RandD,low
10385,0.56,0.81,4,216,2,0,0,0,technica,low
10387,0.77,0.83,4,154,3,0,0,0,marketin,low
10389,0.65,0.65,5,180,2,0,0,0,marketin,low
10390,0.5,0.76,3,174,3,0,0,0,sales,medium
10392,0.68,0.58,4,186,2,0,0,0,sales,medium
10395,0.7,0.58,4,207,2,1,0,0,sales,medium
10397,0.66,0.95,5,206,2,0,0,0,sales,medium
10399,0.96,0.74,5,194,4,1,0,0,sales,medium
10402,0.99,0.9,4,175,3,1,0,0,sales,high
10405,0.54,0.61,2,264,3,0,0,0,sales,medium
10408,0.73,0.98,4,216,2,0,0,0,sales,low
10410,0.4,0.58,3,135,3,0,0,0,accounti,low
10412,0.61,0.81,5,136,3,0,0,0,hr,low
10417,0.43,0.82,4,138,5,0,0,0,technica,low
10418,0.99,0.98,4,169,3,1,0,0,technica,low
10419,0.62,0.49,4,174,3,0,0,0,technica,low
10420,0.63,0.65,3,162,2,0,0,0,technica,low
10424,0.86,0.61,4,181,4,0,0,0,technica,low
10429,0.63,0.95,4,134,3,0,0,0,support,medium
10431,0.71,0.36,2,132,5,0,0,0,support,medium
10435,0.77,0.65,2,162,4,1,0,0,support,medium
10436,0.94,0.48,4,143,2,0,0,0,support,medium
10438,0.89,0.56,4,225,4,0,0,0,technica,medium
10439,0.53,0.52,2,135,4,0,0,0,technica,medium
10441,0.87,0.73,5,111,4,0,0,0,manageme,high
10442,0.21,0.69,3,144,6,1,0,0,IT,low
10444,0.75,0.71,5,147,4,1,0,0,IT,medium
10449,0.94,0.89,4,192,2,0,0,0,product_,low
10451,0.59,0.53,4,213,2,0,0,0,IT,low
10453,0.76,0.63,3,198,3,0,0,0,RandD,low
10456,0.52,0.82,3,170,3,0,0,0,RandD,low
10457,0.55,0.5,5,231,3,0,0,0,marketin,low
10462,0.97,0.62,3,167,3,0,0,0,manageme,low
10463,0.97,0.89,3,264,3,0,0,0,marketin,low
10465,0.24,0.7,6,153,5,1,0,0,marketin,low
10469,0.54,0.71,3,145,3,1,0,0,sales,medium
10471,0.91,0.82,3,183,2,0,0,0,sales,medium
10481,0.81,0.54,3,215,4,1,0,0,sales,low
10485,0.71,0.87,3,271,2,0,0,0,accounti,medium
10487,0.73,0.65,3,145,2,0,0,0,accounti,low
10493,0.51,0.94,5,260,4,0,0,0,technica,low
10495,0.79,0.67,5,222,4,0,0,0,technica,low
10499,0.98,0.56,5,188,3,0,0,0,technica,low
10500,0.17,0.73,4,188,5,0,0,0,technica,low
10502,0.32,0.4,2,132,3,0,0,0,technica,low
10505,0.59,0.55,3,179,3,0,0,0,support,medium
10506,0.8,0.58,4,189,2,0,0,0,support,medium
10507,0.84,0.85,5,246,3,0,0,0,support,medium
10509,0.51,0.98,4,245,3,0,0,0,support,medium
10510,0.66,0.56,2,104,3,1,0,0,support,medium
10513,0.88,0.71,5,255,3,0,0,0,support,medium
10515,0.25,0.53,4,160,4,0,0,0,technica,medium
10516,0.49,0.52,4,267,2,0,0,0,technica,high
10519,0.24,0.95,3,168,4,0,0,0,IT,medium
10522,0.77,0.54,5,252,2,0,0,0,IT,low
10530,0.51,0.98,4,171,2,0,0,0,RandD,low
10531,0.82,0.9,4,232,3,0,0,0,RandD,low
10539,0.9,1,4,218,2,0,0,0,marketin,low
10552,0.92,0.9,4,203,4,0,0,0,sales,medium
10554,0.97,0.7,3,253,3,0,0,0,sales,medium
